Stimuli,Condition,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_3.keys,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,session,participant,date,exp_name,frameRate,
,,,,,,,None,,,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
7_1_5.png,bee,None,0,0,0,0,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
7_1_8.png,bee,None,0,1,1,1,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
7_1_2.png,bee,None,0,2,2,2,,['t'],0,[9.799003601074219e-05],001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
7_1_12.png,bee,None,0,3,3,3,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
36_1_4.png,key,right,0,4,4,4,,['t'],0,[0.010040998458862305],001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
36_1_7.png,key,None,0,5,5,5,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
36_1_11.png,key,None,0,6,6,6,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
36_1_14.png,key,None,0,7,7,7,,['t'],0,[0.00011610984802246094],001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
36_1_5.png,key,None,0,8,8,8,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
36_1_2.png,key,None,0,9,9,9,,None,0,,001,ytf,2022_May_25_1423,DecoderConst_fMRI,59.96608744635039,
